"country";"election_year";"age";"gender";"men";"education";"unemployed";"blue_collar";"household";"rural";"gov_perform";"diss_dem";"diss_econ";"democrats";"lrself";"trust_pol";"vote_fn"
"16111";"France";2007;27;"Male";1;3;1;1;3;1;1;"Extremely dissatisfied";1;1;6;1;NA
"16121";"France";2007;42;"Male";1;2;0;0;5;1;1;"5";3;2;5;6;0
"16131";"France";2007;78;"Female";0;5;0;0;9;1;3;"2";3;1;6;4;NA
"16141";"France";2007;67;"Male";1;3;0;0;1;1;3;"6";1;5;2;7;0
"16151";"France";2007;16;"Male";1;2;0;NA;8;0;3;"5";5;1;4;3;NA
"16161";"France";2007;84;"Female";0;2;0;NA;NA;1;4;"5";1;3;6;4;0
"16171";"France";2007;53;"Female";0;5;0;0;9;1;1;"Extremely dissatisfied";1;2;1;1;0
"16181";"France";2007;62;"Male";1;2;0;0;5;1;4;"6";1;2;5;1;0
"16191";"France";2007;62;"Male";1;5;1;0;10;1;8;"6";5;4;8;6;0
"16201";"France";2007;59;"Male";1;5;1;0;10;0;7;"3";5;3;6;5;0
"16211";"France";2007;41;"Male";1;3;1;0;9;0;8;"7";7;5;7;5;0
"16221";"France";2007;40;"Female";0;3;1;0;10;0;6;"5";3;2;8;3;0
"16231";"France";2007;44;"Male";1;5;0;0;9;0;5;"6";4;3;6;7;0
"16241";"France";2007;76;"Female";0;1;0;1;1;1;NA;NA;NA;2;6;4;NA
"16251";"France";2007;50;"Male";1;5;0;0;10;0;5;"7";6;4;5;6;0
"16261";"France";2007;23;"Female";0;5;0;0;3;0;3;"3";4;1;5;4;0
"16271";"France";2007;35;"Male";1;5;0;0;10;1;6;"7";5;1;8;6;0
"16281";"France";2007;38;"Female";0;5;1;0;8;0;8;"7";4;4;8;3;NA
"16291";"France";2007;63;"Male";1;1;0;1;6;0;5;"6";3;3;5;5;NA
"16301";"France";2007;69;"Male";1;2;1;0;1;1;6;"5";6;3;6;6;NA
"16311";"France";2007;68;"Female";0;1;0;1;2;0;4;"5";4;4;8;5;0
"16321";"France";2007;77;"Female";0;1;0;0;1;1;7;"7";4;4;7;6;0
"16331";"France";2007;63;"Male";1;1;0;NA;NA;1;1;"Extremely dissatisfied";2;3;1;2;NA
"16341";"France";2007;30;"Female";0;NA;0;0;NA;1;8;"3";2;5;NA;2;0
"16351";"France";2007;82;"Female";0;3;0;0;1;0;4;"3";2;4;5;4;0
"16361";"France";2007;44;"Male";1;5;0;0;6;1;9;"8";4;2;9;6;0
"16371";"France";2007;72;"Male";1;1;0;0;4;1;5;"Extremely dissatisfied";3;4;7;2;0
"16381";"France";2007;81;"Male";1;3;0;0;8;0;3;"4";3;1;9;6;0
"16391";"France";2007;52;"Male";1;2;0;0;6;1;7;"6";4;3;7;4;0
"16401";"France";2007;37;"Female";0;5;1;0;4;0;2;"2";2;1;4;3;0
"16411";"France";2007;57;"Male";1;3;0;0;8;0;3;"2";3;4;6;3;0
"16421";"France";2007;77;"Female";0;1;1;1;2;1;5;"5";5;4;6;6;0
"16431";"France";2007;33;"Female";0;3;0;0;9;1;6;"5";5;4;8;4;0
"16441";"France";2007;33;"Male";1;5;0;0;7;0;1;"1";4;1;3;1;NA
"16451";"France";2007;34;"Male";1;5;0;0;9;1;3;"7";4;2;5;6;0
"16461";"France";2007;50;"Male";1;1;0;0;1;0;10;"8";8;2;10;9;NA
"16471";"France";2007;40;"Female";0;5;1;0;9;0;3;"4";3;3;3;6;0
"16481";"France";2007;38;"Male";1;5;0;0;9;1;6;"6";7;2;4;8;0
"16491";"France";2007;52;"Female";0;3;1;0;6;0;7;"6";5;4;8;6;0
"16501";"France";2007;63;"Female";0;2;0;0;6;1;3;"3";4;2;6;7;NA
"16511";"France";2007;38;"Male";1;2;0;0;4;1;8;"5";3;2;8;7;0
"16521";"France";2007;76;"Female";0;1;0;0;NA;0;3;"2";1;1;NA;1;NA
"16531";"France";2007;86;"Male";1;3;0;0;8;1;8;"3";4;5;6;3;NA
"16541";"France";2007;69;"Male";1;2;0;0;NA;1;1;"Extremely dissatisfied";1;1;9;1;NA
"16551";"France";2007;42;"Male";1;3;1;0;6;0;6;"4";3;2;7;5;1
"16561";"France";2007;63;"Female";0;5;0;0;10;1;5;"2";2;1;8;2;0
"16571";"France";2007;21;"Female";0;3;0;NA;4;1;8;"2";3;5;10;7;0
"16581";"France";2007;16;"Female";0;2;0;NA;NA;0;7;NA;6;3;NA;NA;NA
"16591";"France";2007;65;"Female";0;2;0;NA;1;1;1;"2";1;5;3;2;0
"16601";"France";2007;41;"Male";1;5;1;0;8;0;3;"2";1;1;4;1;NA
"16611";"France";2007;19;"Female";0;3;1;1;7;0;4;"3";4;1;6;3;NA
"16621";"France";2007;58;"Female";0;3;1;0;9;1;6;"7";4;2;7;5;NA
"16631";"France";2007;75;"Male";1;1;0;0;NA;0;2;"8";2;1;2;6;0
"16641";"France";2007;77;"Male";1;1;0;0;NA;1;8;"7";8;1;8;6;NA
"16651";"France";2007;84;"Female";0;1;0;1;1;1;8;"4";3;2;7;6;0
"16661";"France";2007;27;"Female";0;5;0;0;9;0;5;"4";4;2;8;4;0
"16671";"France";2007;15;"Male";1;2;0;0;10;1;3;"5";5;4;6;2;NA
"16681";"France";2007;41;"Female";0;5;0;0;8;0;5;"7";5;2;3;8;0
"16691";"France";2007;68;"Male";1;3;0;0;8;1;5;"3";3;3;10;4;0
"16701";"France";2007;38;"Female";0;3;0;0;8;1;3;"2";2;3;3;4;0
"16711";"France";2007;56;"Female";0;5;0;0;1;0;1;"Extremely dissatisfied";1;4;6;1;0
"16721";"France";2007;33;"Female";0;3;0;0;7;0;3;"2";4;2;6;3;NA
"16731";"France";2007;52;"Female";0;2;1;1;1;0;6;"5";4;1;6;6;0
"16741";"France";2007;45;"Male";1;5;0;0;10;0;6;"7";4;2;8;2;NA
"16751";"France";2007;78;"Male";1;1;0;1;7;1;3;"2";3;1;5;3;0
"16761";"France";2007;33;"Female";0;3;0;0;6;1;4;"3";4;3;1;4;NA
"16771";"France";2007;62;"Male";1;2;1;1;9;0;3;"6";5;2;2;5;0
"16781";"France";2007;32;"Female";0;3;1;0;8;1;2;"3";3;1;4;1;NA
"16791";"France";2007;50;"Female";0;5;1;0;10;0;2;"2";5;1;1;2;0
"16801";"France";2007;44;"Female";0;3;1;0;7;0;8;"8";8;2;9;5;0
"16811";"France";2007;38;"Male";1;3;0;1;5;0;6;"4";4;2;4;4;0
"16821";"France";2007;53;"Female";0;1;1;1;3;0;5;"4";6;2;6;7;NA
"16831";"France";2007;68;"Male";1;3;1;1;7;1;3;"5";3;1;4;6;0
"16841";"France";2007;55;"Male";1;2;0;0;NA;1;3;"3";2;NA;11;4;NA
"16851";"France";2007;24;"Female";0;5;0;NA;1;0;7;"8";7;2;6;8;NA
"16861";"France";2007;44;"Female";0;5;0;0;7;0;5;"6";2;2;6;4;0
"16871";"France";2007;85;"Female";0;1;0;NA;5;1;7;"6";6;4;7;6;NA
"16881";"France";2007;25;"Female";0;3;1;1;6;0;4;"3";4;3;4;6;NA
"16891";"France";2007;40;"Female";0;3;1;1;2;0;5;"5";3;1;4;5;NA
"16901";"France";2007;40;"Male";1;3;0;1;6;1;4;"7";3;1;9;3;0
"16911";"France";2007;26;"Female";0;5;1;0;3;0;4;"4";2;2;6;1;0
"16921";"France";2007;60;"Female";0;2;1;0;6;0;1;"5";1;1;1;3;NA
"16931";"France";2007;80;"Female";0;1;0;1;2;1;1;"2";1;NA;NA;1;0
"16941";"France";2007;34;"Female";0;5;1;0;2;0;2;"1";3;3;4;1;NA
"16951";"France";2007;33;"Male";1;3;0;0;3;1;2;"8";2;1;2;4;0
"16961";"France";2007;67;"Male";1;5;0;0;7;1;4;"3";4;4;7;3;0
"16971";"France";2007;68;"Male";1;1;0;1;2;0;6;"2";1;2;4;5;0
"16981";"France";2007;19;"Female";0;5;0;0;3;0;6;"6";6;2;6;5;NA
"16991";"France";2007;44;"Female";0;3;1;NA;5;1;5;"5";4;4;10;4;NA
"17001";"France";2007;56;"Female";0;3;0;0;9;0;8;"7";7;3;9;8;0
"17011";"France";2007;34;"Male";1;3;1;1;3;0;7;"9";2;1;9;3;0
"17021";"France";2007;51;"Male";1;3;0;0;6;1;3;"4";2;5;1;2;0
"17031";"France";2007;47;"Female";0;2;0;0;10;0;1;"2";1;1;1;4;0
"17041";"France";2007;88;"Male";1;1;1;0;5;1;4;"7";5;1;5;6;0
"17051";"France";2007;17;"Male";1;2;0;NA;NA;0;7;"6";5;2;8;5;NA
"17061";"France";2007;56;"Male";1;5;0;0;8;1;1;"Extremely dissatisfied";NA;1;1;2;0
"17071";"France";2007;28;"Male";1;5;0;0;8;0;6;"Extremely satisfied";3;3;8;5;NA
"17081";"France";2007;81;"Male";1;1;0;0;6;0;9;"8";8;2;9;8;0
"17091";"France";2007;40;"Female";0;5;1;1;8;0;5;"5";3;5;5;5;0
"17101";"France";2007;64;"Female";0;3;1;0;2;0;5;"3";4;2;6;6;NA
"17111";"France";2007;81;"Female";0;1;0;0;2;0;9;"8";5;4;9;6;0
"17121";"France";2007;49;"Female";0;3;1;1;4;0;3;"3";4;2;2;3;0
"17131";"France";2007;49;"Female";0;2;0;0;5;0;3;"2";4;5;6;5;NA
"17141";"France";2007;27;"Female";0;2;1;0;3;0;5;"7";1;2;6;3;NA
"17151";"France";2007;36;"Female";0;3;1;0;4;0;1;"Extremely dissatisfied";1;1;NA;1;0
"17161";"France";2007;26;"Female";0;2;0;0;8;0;6;"7";5;2;8;5;0
"17171";"France";2007;53;"Female";0;3;0;0;2;0;1;"2";2;2;1;5;0
"17181";"France";2007;52;"Male";1;3;0;0;1;1;7;"7";3;3;5;3;0
"17191";"France";2007;55;"Female";0;1;0;NA;NA;1;7;"6";NA;NA;NA;NA;NA
"17201";"France";2007;71;"Male";1;1;1;1;4;0;4;"Extremely dissatisfied";1;3;6;1;NA
"17211";"France";2007;54;"Female";0;2;1;1;1;0;3;"2";3;4;9;4;1
"17221";"France";2007;39;"Male";1;5;0;0;7;0;7;"6";4;1;9;6;0
"17231";"France";2007;25;"Female";0;5;0;0;NA;0;6;"3";6;1;6;4;0
"17241";"France";2007;49;"Female";0;3;1;0;2;0;3;"4";5;1;3;4;NA
"17251";"France";2007;16;"Male";1;2;0;NA;1;0;6;"4";7;3;NA;9;NA
"17261";"France";2007;80;"Female";0;2;0;0;8;0;8;"5";5;3;7;NA;NA
"17271";"France";2007;47;"Male";1;3;0;0;6;1;1;"Extremely dissatisfied";1;1;7;1;NA
"17281";"France";2007;37;"Male";1;3;0;0;6;0;2;"3";1;3;6;1;NA
"17291";"France";2007;43;"Female";0;5;0;0;10;0;4;"3";4;4;5;4;0
"17301";"France";2007;24;"Female";0;5;1;0;1;0;4;"3";4;4;3;5;NA
"17311";"France";2007;36;"Male";1;3;0;0;5;1;7;"5";5;4;5;7;0
"17321";"France";2007;19;"Male";1;1;1;NA;NA;1;4;"2";2;5;6;2;NA
"17331";"France";2007;47;"Female";0;2;1;1;4;1;5;"5";3;3;6;6;0
"17341";"France";2007;63;"Male";1;5;0;0;9;0;5;"3";5;2;NA;5;NA
"17351";"France";2007;60;"Female";0;3;0;NA;6;1;6;"7";6;1;9;6;0
"17361";"France";2007;37;"Female";0;5;0;0;10;0;7;"7";5;4;9;6;0
"17371";"France";2007;44;"Male";1;3;0;0;6;0;2;"1";2;5;6;1;0
"17381";"France";2007;64;"Male";1;3;0;0;6;0;2;"1";3;1;4;2;NA
"17391";"France";2007;60;"Female";0;1;0;1;2;0;1;"3";1;1;6;1;0
"17401";"France";2007;24;"Male";1;3;1;0;7;0;1;"5";1;2;6;1;NA
"17411";"France";2007;54;"Female";0;1;1;0;4;0;7;"6";6;2;9;7;0
"17421";"France";2007;45;"Female";0;3;0;1;4;0;3;"3";3;4;5;4;0
"17431";"France";2007;51;"Female";0;1;0;0;NA;1;9;"8";5;1;6;5;NA
"17441";"France";2007;25;"Male";1;5;0;0;1;0;2;"Extremely dissatisfied";2;3;3;4;0
"17451";"France";2007;32;"Female";0;3;1;0;6;0;3;"4";4;NA;5;4;0
"17461";"France";2007;46;"Male";1;3;0;0;8;1;5;"4";5;1;6;4;0
"17471";"France";2007;68;"Female";0;2;0;0;1;0;7;"4";3;2;6;7;0
"17481";"France";2007;38;"Female";0;5;1;0;5;0;3;"3";4;4;6;2;0
"17491";"France";2007;79;"Female";0;1;0;0;4;1;4;"3";3;3;NA;1;NA
"17501";"France";2007;45;"Male";1;2;1;0;3;0;3;"3";3;1;6;4;0
"17511";"France";2007;37;"Male";1;3;1;1;5;1;1;"Extremely dissatisfied";1;1;4;1;0
"17521";"France";2007;31;"Male";1;5;1;0;10;0;6;"6";4;4;5;7;NA
"17531";"France";2007;28;"Female";0;2;1;NA;3;0;6;"5";6;4;6;6;NA
"17541";"France";2007;38;"Male";1;3;0;0;8;0;1;"Extremely dissatisfied";1;1;3;1;NA
"17551";"France";2007;48;"Female";0;5;0;0;6;0;5;"4";4;2;7;6;0
"17561";"France";2007;33;"Female";0;5;0;0;9;1;5;"2";4;1;6;5;NA
"17571";"France";2007;65;"Male";1;3;1;0;1;0;4;"7";2;5;5;4;NA
"17581";"France";2007;40;"Female";0;3;0;0;NA;0;11;"9";10;1;6;9;NA
"17591";"France";2007;29;"Female";0;5;0;0;8;1;8;"7";7;1;10;7;0
"17601";"France";2007;51;"Male";1;3;0;NA;2;0;3;"2";3;2;6;4;NA
"17611";"France";2007;62;"Male";1;3;0;1;3;0;7;"5";6;1;9;6;0
"17621";"France";2007;67;"Female";0;3;0;0;6;1;8;"7";6;1;6;1;NA
"17631";"France";2007;74;"Male";1;2;0;0;NA;0;7;"7";6;2;10;7;0
"17641";"France";2007;65;"Female";0;3;1;0;5;0;3;"4";1;2;4;4;0
"17651";"France";2007;61;"Female";0;2;0;0;NA;0;4;"5";4;1;3;4;0
"17661";"France";2007;51;"Female";0;5;1;NA;8;1;8;"3";4;4;6;2;0
"17671";"France";2007;69;"Female";0;5;0;NA;6;0;1;"5";3;5;3;3;0
"17681";"France";2007;35;"Male";1;5;1;0;4;0;6;"6";6;4;7;6;NA
"17691";"France";2007;32;"Female";0;3;1;0;3;1;1;"Extremely dissatisfied";1;4;6;1;NA
"17701";"France";2007;33;"Female";0;1;0;1;3;0;9;"8";9;3;7;4;NA
"17711";"France";2007;33;"Female";0;5;0;0;7;0;1;"2";4;1;8;2;0
"17721";"France";2007;36;"Male";1;5;0;0;10;0;8;"7";8;4;9;9;NA
"17731";"France";2007;19;"Male";1;3;0;NA;8;0;3;"2";3;1;4;3;NA
"17741";"France";2007;71;"Male";1;3;1;0;5;0;2;"5";2;1;1;2;0
"17751";"France";2007;27;"Female";0;3;0;0;5;1;5;"3";4;3;NA;3;NA
"17761";"France";2007;28;"Female";0;5;1;0;8;1;4;"4";4;1;4;4;NA
"17771";"France";2007;50;"Male";1;3;0;0;5;1;7;"5";5;5;9;5;0
"17781";"France";2007;43;"Male";1;3;1;0;6;1;5;"6";6;5;6;5;NA
"17791";"France";2007;44;"Female";0;5;1;0;10;0;6;"3";4;2;6;1;0
"17801";"France";2007;37;"Female";0;5;0;0;9;0;3;"2";6;3;4;6;0
"17811";"France";2007;74;"Female";0;1;0;1;3;0;6;"5";6;1;6;6;0
"17821";"France";2007;70;"Male";1;3;0;0;9;0;6;"8";5;1;4;7;0
"17831";"France";2007;59;"Male";1;5;0;NA;NA;0;8;"8";7;4;6;3;NA
"17841";"France";2007;62;"Female";0;1;1;0;3;0;8;"7";5;1;4;5;0
"17851";"France";2007;59;"Female";0;3;0;0;NA;0;8;"8";6;1;9;6;0
"17861";"France";2007;35;"Female";0;5;0;0;6;0;5;"4";5;4;NA;5;NA
"17871";"France";2007;72;"Male";1;1;0;1;4;0;5;"5";3;1;8;5;1
"17881";"France";2007;26;"Female";0;5;0;0;3;0;5;"4";5;1;4;6;0
"17891";"France";2007;48;"Female";0;3;1;0;6;0;5;"3";4;5;3;2;NA
"17901";"France";2007;57;"Female";0;5;0;1;1;0;7;"6";4;1;9;6;NA
"17911";"France";2007;16;"Female";0;3;0;NA;NA;0;7;"8";6;2;8;6;NA
"17921";"France";2007;62;"Female";0;5;1;0;10;1;7;"9";4;4;6;6;NA
"17931";"France";2007;34;"Female";0;5;0;0;10;0;1;"3";2;4;2;4;0
"17941";"France";2007;57;"Male";1;5;1;0;5;0;6;"7";2;4;8;7;NA
"17951";"France";2007;42;"Female";0;5;1;0;10;1;9;"9";7;2;7;6;0
"17961";"France";2007;47;"Male";1;3;0;1;7;0;7;"6";4;2;6;5;0
"17971";"France";2007;29;"Male";1;5;1;0;5;0;4;"3";3;4;5;2;0
"17981";"France";2007;60;"Female";0;5;0;0;10;1;4;"5";2;5;3;6;0
"17991";"France";2007;71;"Male";1;1;0;1;3;1;7;"4";5;3;11;5;0
"18001";"France";2007;58;"Male";1;3;1;1;5;1;8;"6";3;4;5;6;NA
"18011";"France";2007;32;"Female";0;1;1;1;6;0;6;"5";3;3;6;5;NA
"18021";"France";2007;42;"Female";0;5;1;0;10;1;6;"7";4;1;8;6;NA
"18031";"France";2007;24;"Male";1;5;0;0;10;0;8;"9";11;5;7;8;NA
"18041";"France";2007;66;"Female";0;2;1;1;2;0;3;"3";4;2;9;1;0
"18051";"France";2007;41;"Male";1;3;1;1;3;0;1;"Extremely dissatisfied";2;5;6;1;NA
"18061";"France";2007;47;"Female";0;5;0;0;7;0;3;"1";3;5;4;7;0
"1807";"France";2007;21;"Female";0;1;0;NA;3;0;4;"5";1;1;3;2;NA
"1808";"France";2007;79;"Male";1;1;0;0;1;0;7;"6";6;2;9;7;0
"1809";"France";2007;77;"Female";0;3;0;0;NA;1;5;"5";6;2;8;8;NA
"1810";"France";2007;27;"Female";0;5;1;0;7;0;5;"6";4;1;6;4;0
"1811";"France";2007;23;"Male";1;3;0;0;3;0;4;"7";1;1;1;1;NA
"1812";"France";2007;31;"Male";1;5;0;0;7;0;4;"5";2;1;6;3;0
"1813";"France";2007;43;"Female";0;2;0;1;3;1;1;"1";1;3;2;3;0
"1814";"France";2007;47;"Female";0;3;0;0;3;0;5;"2";5;2;9;1;NA
"1815";"France";2007;40;"Female";0;3;0;0;7;1;4;"4";3;1;7;3;0
"1816";"France";2007;46;"Female";0;5;0;0;9;0;5;"8";6;5;6;7;0
"1817";"France";2007;56;"Female";0;1;1;0;1;0;1;"Extremely dissatisfied";3;3;6;6;0
"1818";"France";2007;47;"Male";1;5;0;0;10;1;5;"7";7;5;6;6;NA
"1819";"France";2007;85;"Male";1;1;0;0;3;1;6;"5";3;2;9;7;NA
"1820";"France";2007;56;"Female";0;5;0;0;10;0;4;"4";1;5;6;3;0
"1821";"France";2007;68;"Male";1;5;0;0;10;0;7;"5";4;3;9;8;0
"1822";"France";2007;73;"Male";1;1;0;1;2;1;6;"5";5;2;6;5;NA
"1823";"France";2007;39;"Male";1;5;0;0;9;0;9;"9";5;3;7;9;0
"1824";"France";2007;16;"Female";0;2;0;NA;3;0;5;"8";3;3;6;7;NA
"1825";"France";2007;37;"Male";1;2;1;1;2;1;1;"Extremely dissatisfied";1;1;1;1;0
"1826";"France";2007;47;"Female";0;3;1;1;6;0;5;"4";6;3;6;3;0
"1827";"France";2007;76;"Female";0;1;0;NA;4;1;1;"4";3;1;3;1;0
"1828";"France";2007;36;"Male";1;3;0;0;7;0;1;"9";2;1;4;3;NA
"1829";"France";2007;52;"Male";1;3;1;0;7;1;3;"3";1;2;6;3;0
"1830";"France";2007;42;"Male";1;1;1;0;1;0;6;"8";5;1;NA;3;NA
"1831";"France";2007;27;"Male";1;5;1;0;8;0;5;"8";4;3;4;5;0
"1832";"France";2007;61;"Female";0;5;1;0;10;0;8;"7";8;1;6;5;0
"1833";"France";2007;24;"Female";0;5;0;0;5;0;7;"6";5;4;7;5;NA
"1834";"France";2007;37;"Male";1;5;1;0;8;0;4;"7";3;4;8;3;0
"1835";"France";2007;81;"Male";1;4;0;0;4;0;6;"7";4;3;1;4;0
"1836";"France";2007;47;"Male";1;5;0;0;10;0;2;"1";4;2;1;2;NA
"1837";"France";2007;29;"Female";0;2;0;0;8;0;7;"6";3;5;5;6;NA
"1838";"France";2007;58;"Male";1;5;1;0;9;1;7;"4";4;5;7;4;0
"1839";"France";2007;29;"Male";1;3;0;0;3;0;3;"4";1;1;6;3;NA
"1840";"France";2007;30;"Female";0;5;1;0;4;0;3;"8";3;4;4;5;0
"1841";"France";2007;52;"Male";1;5;1;0;6;1;3;"1";4;1;3;3;0
"1842";"France";2007;58;"Male";1;3;1;0;10;1;5;"7";2;4;6;2;0
"1843";"France";2007;55;"Female";0;2;1;0;NA;0;7;"8";7;4;6;6;NA
"1844";"France";2007;55;"Male";1;5;0;0;10;0;6;"8";8;1;5;7;0
"1845";"France";2007;67;"Male";1;3;0;0;7;1;8;"Extremely satisfied";7;1;8;9;0
"1846";"France";2007;42;"Female";0;3;0;1;5;1;1;"3";1;1;1;1;0
"1847";"France";2007;44;"Male";1;3;0;0;8;1;9;"6";2;2;10;4;0
"1848";"France";2007;27;"Male";1;5;1;0;3;1;3;"3";3;2;4;4;0
"1849";"France";2007;31;"Female";0;3;1;NA;3;0;4;"1";4;1;5;3;NA
"1850";"France";2007;40;"Male";1;5;0;0;10;0;4;"3";5;5;4;4;NA
"1851";"France";2007;41;"Female";0;5;1;0;7;1;7;"4";5;1;4;4;0
"1852";"France";2007;83;"Male";1;5;0;0;3;0;5;"1";6;4;5;2;0
"1853";"France";2007;50;"Female";0;3;1;0;8;1;6;"5";7;3;7;5;0
"1854";"France";2007;82;"Female";0;1;0;0;3;0;5;"6";5;2;6;4;0
"1855";"France";2007;25;"Female";0;5;1;0;3;0;1;"Extremely dissatisfied";1;3;NA;1;NA
"1856";"France";2007;66;"Female";0;5;0;0;10;1;3;"2";3;2;6;5;0
"1857";"France";2007;28;"Male";1;3;1;0;8;0;3;"2";3;1;10;1;NA
"1858";"France";2007;74;"Female";0;2;0;NA;2;0;4;"Extremely dissatisfied";1;4;9;5;0
"1859";"France";2007;25;"Female";0;2;0;0;7;0;5;"4";4;3;9;4;NA
"1860";"France";2007;36;"Female";0;5;0;0;10;1;6;"4";6;1;7;4;0
"1861";"France";2007;29;"Female";0;5;1;0;6;0;2;"4";4;4;3;2;0
"1862";"France";2007;72;"Female";0;1;1;0;2;1;7;"Extremely dissatisfied";1;NA;NA;3;0
"1863";"France";2007;24;"Male";1;3;1;1;3;1;7;"5";4;2;7;2;0
"1864";"France";2007;23;"Female";0;5;0;NA;NA;0;3;"4";3;2;6;4;NA
"1865";"France";2007;88;"Female";0;1;0;1;1;0;5;"4";1;4;9;3;0
"1866";"France";2007;73;"Male";1;3;0;0;8;0;6;"5";4;2;9;7;0
"1867";"France";2007;67;"Male";1;1;0;NA;5;0;6;"3";3;1;7;2;0
"1868";"France";2007;24;"Female";0;5;1;0;6;0;7;"4";7;3;8;4;NA
"1869";"France";2007;21;"Female";0;3;0;NA;NA;0;5;"5";4;3;7;2;NA
"1870";"France";2007;50;"Male";1;3;0;0;9;1;6;"8";2;1;6;3;NA
"1871";"France";2007;63;"Female";0;2;0;0;5;0;5;"5";5;4;6;6;0
"1872";"France";2007;75;"Male";1;5;0;0;7;0;4;"4";4;2;6;6;0
"1873";"France";2007;70;"Female";0;1;0;1;NA;0;6;"4";6;2;8;6;NA
"1874";"France";2007;74;"Female";0;1;0;1;2;0;7;"5";2;1;8;7;0
"1875";"France";2007;53;"Female";0;1;0;0;NA;1;3;"2";1;1;6;1;NA
"1876";"France";2007;32;"Male";1;3;0;0;8;0;4;"3";2;2;7;3;NA
"1877";"France";2007;17;"Female";0;3;0;NA;NA;0;8;"7";5;3;6;5;NA
"1878";"France";2007;61;"Female";0;3;0;0;6;1;2;"6";3;4;8;2;0
"1879";"France";2007;59;"Female";0;2;1;0;6;0;8;"7";5;1;10;5;0
"1880";"France";2007;36;"Female";0;3;0;1;8;1;7;"5";6;1;NA;6;NA
"1881";"France";2007;35;"Female";0;5;1;0;1;0;3;"7";3;1;2;4;0
"1882";"France";2007;26;"Female";0;2;1;0;2;1;7;"6";8;4;11;2;NA
"1883";"France";2007;39;"Male";1;2;0;0;5;0;7;"5";4;2;5;7;0
"1884";"France";2007;35;"Male";1;1;0;0;5;1;5;"3";5;3;3;5;NA
"1885";"France";2007;56;"Male";1;3;0;0;8;1;6;"4";6;1;9;4;0
"1886";"France";2007;68;"Male";1;3;1;0;8;0;1;"3";3;1;1;3;0
"1887";"France";2007;54;"Male";1;3;1;0;NA;1;4;"5";4;3;6;4;NA
"1888";"France";2007;43;"Male";1;5;1;0;10;1;4;"5";3;3;6;3;NA
"1889";"France";2007;58;"Male";1;2;0;0;9;0;5;"2";4;2;8;4;1
"1890";"France";2007;30;"Male";1;5;0;0;10;0;7;"6";8;4;9;6;0
"1891";"France";2007;20;"Female";0;5;0;0;5;1;3;"4";2;1;5;3;0
"1892";"France";2007;72;"Female";0;1;0;0;2;1;1;"Extremely dissatisfied";5;4;11;1;0
"1893";"France";2007;61;"Female";0;5;0;0;9;0;7;"8";3;1;7;5;0
"1894";"France";2007;37;"Male";1;3;0;0;9;1;5;"7";5;1;6;8;0
"1895";"France";2007;25;"Female";0;5;0;NA;7;1;7;"6";7;2;6;7;NA
"1896";"France";2007;60;"Male";1;3;0;0;4;0;3;"3";5;1;3;4;0
"1897";"France";2007;50;"Male";1;5;0;0;7;0;1;"Extremely dissatisfied";6;4;3;2;0
"1898";"France";2007;55;"Female";0;2;1;1;9;0;4;"4";2;4;4;4;NA
"1899";"France";2007;48;"Male";1;1;0;0;7;0;9;"8";3;1;9;4;0
"1900";"France";2007;36;"Female";0;2;1;0;5;1;2;"1";2;2;5;3;NA
"1901";"France";2007;77;"Female";0;1;0;0;2;0;8;"8";3;4;8;7;0
"1902";"France";2007;32;"Male";1;3;1;1;8;0;2;"2";1;4;2;2;0
"1903";"France";2007;60;"Male";1;1;0;1;2;0;6;"4";3;4;5;6;0
"1904";"France";2007;15;"Female";0;2;0;NA;NA;0;NA;NA;7;1;NA;9;NA
"1905";"France";2007;25;"Female";0;5;1;0;9;1;6;"5";4;1;8;4;NA
"1906";"France";2007;28;"Male";1;5;0;0;10;0;8;"8";7;2;8;6;0
"1907";"France";2007;27;"Male";1;2;1;NA;1;0;1;"2";1;2;4;1;NA
"1908";"France";2007;43;"Female";0;5;0;0;NA;0;6;"8";5;4;7;7;0
"1909";"France";2007;48;"Female";0;3;0;0;10;0;6;"5";6;1;7;5;0
"1910";"France";2007;54;"Female";0;2;1;0;5;0;6;"6";3;1;6;4;0
"1911";"France";2007;34;"Female";0;3;1;0;2;0;5;"5";1;2;8;5;1
"1912";"France";2007;86;"Male";1;5;0;0;8;0;5;"4";4;2;6;3;0
"1913";"France";2007;35;"Female";0;5;1;0;8;0;7;"7";3;1;8;5;1
"1914";"France";2007;51;"Female";0;3;0;0;9;0;5;"4";6;2;3;6;0
"1915";"France";2007;27;"Female";0;5;0;0;7;0;5;"8";4;5;5;2;NA
"1916";"France";2007;74;"Female";0;2;0;1;4;0;7;"4";5;2;9;4;0
"1917";"France";2007;33;"Female";0;5;1;0;10;0;8;"8";8;4;6;6;NA
"1918";"France";2007;52;"Female";0;2;1;1;NA;1;5;"4";6;4;6;6;0
"1919";"France";2007;29;"Male";1;3;1;0;6;0;5;"5";6;5;3;7;0
"1920";"France";2007;49;"Male";1;5;1;0;1;0;1;"1";1;1;4;6;0
"1921";"France";2007;70;"Male";1;3;0;0;6;0;6;"6";2;2;4;3;NA
"1922";"France";2007;72;"Female";0;3;0;0;7;0;7;"5";3;2;11;8;0
"1923";"France";2007;29;"Male";1;5;0;0;10;0;8;"6";6;2;9;4;0
